donor_id,name,total_donated,avg_donation_size,donation_count,campaign_count,health_screening_count,cluster_label
219bc148-4687-4cfd-8073-93f2c450a316,Glenn Carlson,13415,496.8518518518519,27,2,2,1
2227e897-490d-4e6d-b415-0b78f3db9abc,Tim Marshall,6962,435.125,16,3,2,2
224f91b5-0f6a-49ca-b9c6-6314e96c5636,Christopher Crawford,9201,460.05,20,2,1,0
2250c4e5-bce0-49b0-b9cf-f4c86cb57e6b,Emily Scott,15099,457.54545454545456,33,5,3,1
226358e9-3b10-4161-b407-1a02964b6834,James Griffith,6228,389.25,16,2,2,2
2266a0ca-1d55-4af3-984c-297ada1ae07c,Eric Harmon,8640,508.2352941176471,17,4,1,0
2285f9a2-4005-4575-afa3-4626e87c2c6b,Adam Lopez,747,373.5,2,4,2,3
2296ed0f-15ac-4c4f-b26f-f6ebb74467a4,Brian Hernandez,7644,424.6666666666667,18,5,3,2
22a6670c-8b34-4ebb-9d08-02b2c7fc97e7,Rhonda Kerr,9578,504.10526315789474,19,1,2,0
22a95572-8268-405c-ab4b-a9019a947a66,Yvette Maldonado,8472,445.89473684210526,19,1,2,2
22aa7ff0-91cd-42aa-8a8f-66d4ed7544c6,Randall Gates,9943,432.3043478260869,23,5,1,0
22ae8943-4349-430d-9787-ca7ce2f117d5,Karen Allen,14519,468.35483870967744,31,3,2,1
22bb84e2-4c41-4d0a-8bc6-421473b2fc6e,Theresa Hernandez,12986,447.7931034482759,29,5,3,1
231b939d-8da4-4f88-931f-1414d89293ae,Elizabeth Sharp,1004,502.0,2,4,1,3
232eef46-7ac8-47bb-b24f-3e80b561c336,William Ingram,14503,467.8387096774193,31,4,2,1
2340712b-6ff2-419f-8a99-01f4057ee136,Tracy Wiggins,8259,458.8333333333333,18,5,3,2
235f04d6-95e2-4f87-b2bc-58b97a0eaab4,Adam Smith,12340,514.1666666666666,24,2,2,1
23719638-0d53-4da6-817a-cf37034d97c1,Jared Scott,9899,494.95,20,1,2,0
239fb45d-d42a-4bf3-8e86-79d3e552684f,Jessica Banks,13853,461.76666666666665,30,2,3,1
23b0d32b-f83d-474b-8315-2f9935e246df,Karen Smith,15311,463.969696969697,33,2,1,1
23c106b5-143d-4c2c-ba9c-bb4614f0e31b,George Williams,8448,496.9411764705882,17,1,1,0
23c49ed9-6c02-4526-bb5e-54d846a04d6c,Tina Campbell,14509,558.0384615384615,26,2,3,1
23eb6caa-c8cd-46f3-ae56-170ed4514a4b,Beth Washington,7705,513.6666666666666,15,4,1,0
23f1dcc0-84bc-4d72-b5aa-ae44b79ae9c8,Linda Moore,15088,457.2121212121212,33,5,1,1
24009d6b-1f2a-40f7-95ea-616fa6a70a4e,Nathan Ryan,490,245.0,2,2,2,3
2417fa65-0562-424e-b1ff-2b0590ec7c28,Julian Gardner,8895,423.57142857142856,21,2,3,2
2430d6cb-df73-4701-8b3c-9e0cd2683d80,Rebekah Morgan,7358,490.53333333333336,15,1,1,0
244b376a-ed74-4dcc-85c1-f0a1a26a19ef,Thomas Campbell,955,477.5,2,5,3,3
24897e18-6ec4-475d-8193-38d46577b2a5,Kevin Carter,9311,443.3809523809524,21,5,2,2
24f7799e-ce9d-4aab-936d-589543cdfb25,Michael Lee,9106,455.3,20,2,1,0
2538308f-40a1-4989-951b-bb72f5b24ab9,Brian Anderson,14453,466.2258064516129,31,5,3,1
255c9d24-930c-427f-acf3-9ff42dae890e,Dustin Harris,14233,459.1290322580645,31,4,1,1
25619f61-84e1-4542-a3b2-038b6431a49b,Thomas Lucas,8231,411.55,20,4,2,2
259b699d-ff6a-4158-afa7-1d9f2864af4e,Rachel Wilson,6490,405.625,16,2,3,2
25c49145-4ae8-444c-b633-220c22661f6d,Daniel Smith,18952,541.4857142857143,35,1,3,1
26105b7f-5bec-480c-b842-12253e528c3f,Craig Middleton,14958,482.5161290322581,31,1,3,1
2643dea1-ccbe-4dd7-ac97-a5a3d7a27e12,Andrew Davis,9216,418.9090909090909,22,3,1,0
265670dd-1041-4fdf-baa6-ed98ae563536,Angela Hall,16240,492.1212121212121,33,5,2,1
266216c5-3a7d-4704-ad8f-9f27bc051a59,Christine Reynolds,8353,491.3529411764706,17,2,2,0
26882ccb-bb29-4670-87f3-12afbd161d8a,Tim Watson,14905,438.38235294117646,34,3,2,1
26b9f0cd-2c2a-43c8-9a32-ef21e3bb1776,John Pollard,12090,483.6,25,2,1,0
26dbbfe8-00e7-41af-9db5-cba2a706e547,Christopher Macdonald,15286,463.2121212121212,33,5,3,1
26ddec8f-b792-4c44-b5e0-1f6b4db6a668,Jennifer Johnson,5541,369.4,15,5,2,2
26df100c-4551-4ba1-8bc3-6011a43d5880,Ebony Black,10285,514.25,20,3,1,0
2704331f-9fd8-4cff-a117-836c0d78fd3c,Samuel Weaver,740,370.0,2,2,3,3
270fc4ae-8d3e-4225-b912-4a16486a8dcc,Christopher Gonzalez,16582,473.7714285714285,35,1,3,1
2714ce02-d9ad-4c76-b327-9b86362984f1,Barbara Wright,15396,481.125,32,3,3,1
2728c27d-cbf1-44ca-bf92-b64c1d18f4fa,Misty Fletcher,16963,514.030303030303,33,3,2,1
27726b95-5ffb-4ab5-a82a-858ff1bab914,Brian Nelson,9107,455.35,20,3,3,2
278e3e26-17af-4c92-beba-d0227c43af08,Donald Jackson,11290,451.6,25,2,3,2
27ca132e-76a8-4dc5-ace2-31ed889c0dfb,Nicole Casey,14055,468.5,30,4,3,1
27ec0765-a7d0-41c9-96db-24ecd936ba1f,Jillian Montes,14476,482.53333333333336,30,1,1,1
2852573c-f4bc-4907-8202-b5be8a0ccedc,James Thompson,15481,469.1212121212121,33,3,1,1
2862a95b-ef8b-4645-b623-103fd42b7e80,Stephanie Holt,8322,438.0,19,2,1,0
28b1a9f3-fa88-4856-83e5-08e32984df79,Janet Martinez,6711,447.4,15,1,1,0
28b75718-dcc4-468d-a651-2520e2a56d65,Troy Hammond,13310,511.9230769230769,26,3,2,1
28cc7203-d6f6-4804-84c9-b1b6cc9dafc8,Kimberly Douglas,9688,509.89473684210526,19,3,1,0
2903ab25-fa9b-4ed8-890a-535849ce5cb9,Caroline Shepherd,6556,437.06666666666666,15,1,1,0
294d3756-5571-4a92-8bdf-94f3678d862c,Jacob Skinner,12402,387.5625,32,3,1,1
2979915f-f894-4008-87f6-75f3ac03106e,Derrick Lynch,13576,468.13793103448273,29,3,3,1
298b7709-cb1f-4587-bbf5-c3ff5b49d77e,Jody Waters,17920,560.0,32,2,1,1
29c2749a-66d4-4d16-9961-cdb8bb8fcb6e,Jennifer Browning,9375,520.8333333333334,18,2,2,0
29c5d0bb-ee77-45e6-9624-fdc0cb500a65,Felicia Banks,8562,428.1,20,4,1,0
29f0b517-7c10-4698-87ad-1881dc20ea1a,Travis Martinez,10887,418.7307692307692,26,1,3,2
2a17c521-0afd-48d9-9fd6-0974aa1073c8,Mike Wade,12398,476.84615384615387,26,3,3,2
2a2b1a6e-c6f0-4894-b105-25387cf2aa8e,Katelyn Parker,15816,479.27272727272725,33,1,3,1
2a3bbeb8-5396-4be5-a8f1-8c4407705460,Deanna Brown,7799,458.7647058823529,17,4,2,2
2a8194e1-b02a-4aa8-91a1-f03c2afa2341,Denise Harmon,17281,493.74285714285713,35,2,1,1
2af08dc5-2364-4459-9276-ca39118849d0,Kimberly Thomas,11352,493.5652173913044,23,3,2,0
2af29d54-cb95-484d-a9ed-328441274a6c,Mary Mathews,13541,483.6071428571428,28,2,3,1
2afcbbf2-a55b-4a53-af26-542e01175849,Michelle Escobar,7429,464.3125,16,5,1,0
2b0a442a-b66d-462a-8665-6f26d5fef0d4,Roger Santos,8578,389.9090909090909,22,3,3,2
2b177450-699d-44b1-b572-0da4331c05eb,Cindy Hill,11589,399.6206896551725,29,1,2,2
2b3b89a4-1f0d-4ffb-9728-993b36d01245,Regina Swanson,12636,468.0,27,3,1,0
2b4d1634-1bb7-4d56-981b-16b714732f0c,Kimberly Brooks,11368,516.7272727272727,22,1,2,0
2b811bef-5500-47a3-8959-7d87242bcbaf,Grant Cox,13931,497.5357142857143,28,2,3,1
2b8725b7-b7fb-4723-9966-dc6e7c233ca6,Devon Powell,8265,486.1764705882353,17,1,3,2
2b8e2232-3e0c-4a24-91e9-962fbb766f15,Kelly Cruz,13705,456.8333333333333,30,5,2,1
2b8ee594-8f21-4d3f-9de4-881662f13a31,Kevin Yoder,675,337.5,2,3,2,3
2bab1007-ad4b-4ae7-83b1-5d4cab2460d0,Thomas Martin,16088,487.5151515151515,33,2,3,1
2bb095b5-5109-4066-b608-a726e60a8c6d,Randy Lewis,13920,464.0,30,3,2,1
2bb402a8-7f9c-48d5-8f1c-1fe6e5b261cc,Amber Christian,11848,408.5517241379311,29,2,1,1
2bb53d30-e2a2-435d-863e-f58dcb8f72af,Scott Vega,10605,482.04545454545456,22,3,3,2
2bdf7d6d-dee1-4e06-b23c-e3f75fee32f5,Darlene Lee,14699,474.1612903225807,31,1,3,1
2c9141a5-059e-4c4a-9e45-16fcb8dd75f2,Amanda Cherry,15514,470.1212121212121,33,2,1,1
2c966663-2ea8-4275-b666-af7e29533f17,Jennifer Curry,11201,466.7083333333333,24,3,3,2
2cab6e9a-02ff-4c51-b54c-c8f16f6bf888,Haley Kim,8080,448.8888888888889,18,4,2,2
2cb1e42f-5ea9-4c5f-bb4d-9e3a7e95fcb7,Nathan Sanders,10299,468.1363636363636,22,1,2,2
2cbbea22-341d-4739-aad8-449aff8f7470,Courtney Mcclure,12565,418.8333333333333,30,5,1,1
2cc2b739-30f8-4956-8e77-513fb057ca11,Brittany Grimes,10256,466.1818181818182,22,5,1,0
2cdfec1d-2f33-47cf-a81f-7442578c17b8,Isaiah Reynolds,17068,487.6571428571429,35,2,1,1
2cfaa98c-7ba8-4a70-8523-a5513af1b5a3,Shannon Brown,12238,437.07142857142856,28,3,2,1
2d07d31a-e76b-40c7-8aac-69d0f66b5312,Christopher Lopez,10976,477.2173913043478,23,4,2,0
2d121bb4-7cca-456c-91fa-7b139041aef7,Lee Weeks,8599,477.72222222222223,18,1,2,2
2d46b923-8f88-4c01-97dd-334b2c7d0906,Zachary Baird,8173,480.7647058823529,17,4,2,0
2d66b2aa-f2a6-4a00-b55d-bced6e91663a,Bradley Miller,12497,480.6538461538461,26,3,2,1
2d9a78c4-6526-4d43-b065-62614cdd999f,Michael Meyers,16173,521.7096774193549,31,4,2,1
2d9b6320-d18f-40d7-b716-dafb2137cbe0,Jamie Martin,7368,387.7894736842105,19,1,3,2
2d9ccd02-9d29-4728-a3af-2bcc24ae7772,Zachary Mendoza,1413,471.0,3,4,2,3
2db0bb95-91e4-4b5e-99b7-cd1f8ab72983,Erin Lester,13312,493.037037037037,27,2,1,1
2dbdf825-9ea4-450d-957c-1d119b2e05c7,Kevin Martin,8953,447.65,20,3,2,2
2dd1b902-b67e-4c39-8890-535aa0f412d6,Patrick Munoz,10857,542.85,20,2,1,0
2dda8be8-0ac6-4ff2-ad09-fcbc3fbf92f2,Kevin Kelly,10240,512.0,20,3,2,0
2df1ebef-9b9d-4b82-bfd9-aa7ee83e84e0,Karen Davis,13048,483.2592592592592,27,1,2,1
2df1fde1-8e0b-40d7-911a-5f2703edbd07,Vickie Davila,11034,459.75,24,1,2,2
2e030788-2d79-49f3-a6bc-87b3bade8bee,Christy Nguyen,9357,467.85,20,3,2,2
2e1728e2-5932-4a10-b4b0-40f07b3192ab,Zachary Moss,14615,521.9642857142857,28,5,2,1
2e308e78-c5ac-4d79-b75b-45352da82f6a,Kelsey Wright,7431,391.10526315789474,19,2,2,2
2e3f035c-48a0-40e3-b02e-d93f1fbfd0b6,Charles Hicks,1258,419.3333333333333,3,4,3,3
2e48d2ec-3f38-4f2a-ab29-8d5860a39d4c,Melissa Wilcox,12591,434.1724137931034,29,3,1,1
2e876271-f190-466b-89a9-b0840d35949a,Matthew James,16009,457.4,35,4,1,1
2e9aba02-cb84-46f1-96fe-13d75bbc9f25,Kaitlin Smith,12937,479.14814814814815,27,2,2,1
2e9b35a5-a02d-4149-aefc-0f8341536a57,Brian Mcdonald,15503,500.0967741935484,31,1,1,1
2ed86b15-7378-465e-ba18-ed252848712c,Mary Hunter,12880,560.0,23,2,2,1
2ee1265f-5e93-4299-84c0-6ef0f173b6fb,Bradley Jensen,7609,507.26666666666665,15,1,1,0
2f5ce024-d518-466a-9b3a-f0b373c6f23c,Lindsey Smith,1230,615.0,2,4,1,3
2f682037-a568-495a-b7a1-1ea3412c62f5,Stephanie George,15245,491.7741935483871,31,4,2,1
2f9a05fd-802d-4838-be40-039bcce449d6,Tracey Sweeney,13724,457.4666666666666,30,2,1,1
2f9b8cac-07a4-418a-97be-02e2693884e3,Teresa Kelly,12357,494.28,25,3,2,1
2fa75d45-d967-443b-8671-15d8d6d1b658,Robert Lopez,11329,472.0416666666667,24,2,3,2
2fe36831-ee59-43c7-a4ff-b947a9131830,Tiffany Yang,15768,508.64516129032256,31,4,2,1
2fe5c101-7d45-4d43-9760-33b83dbcd20a,Joyce Beck,9577,478.85,20,4,1,0
2ff8b186-5786-44dc-8d19-b5141b186af9,Gary Walker,10085,403.4,25,2,1,0
30496670-dc28-45b4-bf30-6d17450a9f45,Kevin Marshall,14358,478.6,30,3,2,1
304ea99a-2c46-4be8-a510-5f8138f65faf,Renee Perez,9233,485.9473684210527,19,2,2,0
304ef720-bd8d-4b8a-885d-a2b4fe8b1fed,Eric Johnson,6909,431.8125,16,2,1,0
30627a78-b7a4-47e9-8a37-c9540bcdb94d,John Griffin,8682,482.3333333333333,18,4,1,0
30752260-9f6e-49f0-b88d-370c41b4e197,Karen Byrd,13294,458.41379310344826,29,4,3,1
3081ad3e-b963-4253-ac1f-42a0822036cf,Todd Sanders,7482,393.7894736842105,19,5,1,0
308b4326-3f39-4acd-9ab7-9ec06ee2906f,Tiffany Mccall,11057,502.59090909090907,22,2,2,0
309eca59-e538-4576-8b88-90a8de6b20b2,Ann Ware,15056,470.5,32,5,1,1
30a57139-8c8a-4cb7-b9da-26a48fbc8ab1,Jay Gilbert,7657,425.3888888888889,18,1,3,2
30aefd35-cd61-4e9b-80dd-1b6194c6e336,Samantha Gonzalez,1306,435.3333333333333,3,5,3,3
30b4d3c8-d001-4018-8cd2-4ecf672d5ee0,Greg Hines,7169,421.7058823529412,17,2,2,2
30e1ca0b-5f92-4c48-9b6f-9e50a8347461,Brittney Wagner,2020,673.3333333333334,3,3,1,0
30f6c0e7-913b-4e0f-9330-408e30e46a0f,Jennifer Hudson,10560,502.8571428571428,21,3,3,2
3109d7ee-9545-4dec-aeb3-c80296c275f1,Robert Steele,9649,402.0416666666667,24,4,2,2
310bc8a7-787a-4928-8d16-6a484d43e553,Hayley Massey,16760,478.8571428571428,35,1,2,1
31178197-d467-41a4-a2ad-ff55c0eb362a,Andrew Reyes,9937,414.0416666666667,24,2,1,0
31844c38-8b77-4e36-879b-e157056d7141,Elizabeth Weber,8868,466.7368421052632,19,5,2,0
31888ce7-dde8-42e4-8b93-687a749b5efe,John Rosales,14141,487.6206896551725,29,3,3,1
31bc4e35-ac69-4186-a76f-3bf9795ba28c,Brianna West,12494,430.82758620689657,29,1,3,2
31e370c8-575a-4472-8ae9-acdd5448da16,Anna Martin,9315,490.2631578947368,19,1,1,0
31ef152b-e2b7-4c0d-b244-34f0d2ab2c7c,Joel Cox,14138,415.8235294117647,34,3,3,1
31f96637-9136-4932-ab57-8bc686e7b327,Lisa Case,9090,478.42105263157896,19,1,1,0
320c1e42-4019-4c19-ae12-fc8ddfa6d990,Sheena Hill,8724,459.1578947368421,19,2,3,2
3292cb01-0f37-45fa-87c5-c4077a323754,Danny Deleon,16096,519.2258064516129,31,3,1,1
32aaa29b-5a3f-4a84-89af-566a59aa3956,Linda Barker,13417,479.1785714285714,28,1,2,1
32de2a7c-66c9-499b-a9ff-67f6b22fde69,Bianca King,11266,489.82608695652175,23,2,1,0
33315ee4-6589-42f7-a230-2867b7ca80d9,Madison Diaz,12734,424.4666666666666,30,2,2,1
337f8e89-9e2f-4e33-913e-c7dfd29a83af,Raymond Austin,17728,506.5142857142857,35,1,2,1
33e3f4ab-0c63-403a-baaf-0c8560e7ce11,Jason Serrano,8709,483.8333333333333,18,5,1,0
3404f2db-9f6c-4919-b75a-2e033364000f,Chris Williams,9448,472.4,20,4,1,0
34220f8f-3c17-45d1-8c72-88ae381a6de8,Melissa Roberts,9193,483.8421052631579,19,5,3,2
34301b6e-a517-4484-9730-0a61551f4f4c,Steven Tran,10611,530.55,20,3,2,0
345a89ca-23f3-45f4-9237-4d435135c6e2,Bryan May,7315,457.1875,16,3,1,0
346f3c8d-4239-412f-9af9-841e0e8d0163,Tammy Smith,14283,492.5172413793104,29,5,3,1
349a2673-773e-4f72-9bf0-5d12812b83c3,Eric Stevens,15344,438.4,35,3,1,1
34af2720-4ea2-431a-8da9-d7bed0726624,Andrew Collins,9141,481.10526315789474,19,4,3,2
34c3c4fd-a4d1-4f06-b4e7-47efda2402c6,Brenda Macdonald,7897,493.5625,16,3,1,0
34f80897-2080-46d9-a7a3-2bcdcaa37d89,Andrew Parker,12852,535.5,24,2,2,1
350aedcb-4317-48aa-a9bd-8bb3a7fe3cb7,Tina Bailey,7637,509.1333333333333,15,1,1,0
353e5824-7e1f-42b2-adb8-538d4009e662,Melissa Krause,8172,408.6,20,4,3,2
3561aa9d-9ade-4191-a00e-bebed2de42c2,Katie Zimmerman,9040,475.7894736842105,19,5,2,0
35ab35ad-5ed2-4e26-bc9a-c49123bb28a6,Megan Martin,9792,445.09090909090907,22,4,3,2
35e97df2-344e-45da-b822-5b2b728979cc,Heather Johnson,9108,506.0,18,3,3,2
35f8c79b-e9df-4a23-86f3-61419dddbdda,David Lynn,8694,457.578947368421,19,3,2,2
36255b3c-eb24-4b63-94d4-aae23cc85c18,Dawn Sanders,8209,410.45,20,3,1,0
36275826-41cf-44cb-a0a5-ad501e31e781,James Rivera,18412,526.0571428571428,35,3,1,1
362c8150-992f-4e78-a826-c34be0b245a0,Aimee Mills,9500,558.8235294117648,17,3,2,0
362d0326-587a-44af-9d55-d4790090bdea,Patricia Thornton,11848,438.8148148148149,27,2,3,2
3698b8c9-78f7-43b1-b807-6df2b63c3802,Christopher Taylor,7436,464.75,16,3,2,2
36a86dfc-a4b1-4203-a96d-f2e6ba9db90a,Shane Jimenez,13577,484.8928571428572,28,2,1,1
36c66176-2913-4faf-80df-7e4ca59c7ec5,Jason Clark,11272,402.57142857142856,28,3,2,2
36d04ab3-8dc9-4d20-ae6a-52e060614395,Steven Esparza,10509,456.9130434782609,23,1,2,2
36d51d5f-60c7-42ff-96ba-c9edf71147fd,Alicia Frye,13686,488.7857142857143,28,4,2,1
36d78e8a-1f35-4b90-8d88-36086c1d12f6,Thomas Lewis,10759,512.3333333333334,21,3,2,0
3708ef1e-550c-4180-bd11-4258496e0dc3,Amanda George,10055,457.04545454545456,22,3,3,2
376052f6-ff79-4123-b74e-209234a0b213,Rebecca Williamson,5982,351.88235294117646,17,2,1,2
3772c865-81fb-4f38-a57e-c8c001cb7303,Erik Jenkins,8830,551.875,16,1,2,0
3777d4dc-fb4d-40be-9ba0-6ee697af2441,Victoria Hawkins,14319,493.7586206896552,29,3,2,1
37ada321-4743-473d-9885-ea8ee205fa0d,Amber Bautista,14220,418.2352941176471,34,3,3,1
37f5df2c-d9d7-45e5-9161-baa79b30784f,Anthony Nunez,9369,551.1176470588235,17,2,1,0
37f9561f-f66f-441e-9db4-8ea086e68fc7,Carol Wells,6215,414.3333333333333,15,4,2,2
380243e2-55c0-4d07-aead-10e610f710f8,Joshua Cook,7641,449.4705882352941,17,2,3,2
38084d37-2d0d-4acd-9da9-d371f32c6b1b,Tracy Hines,8417,467.6111111111111,18,1,2,2
381ca84e-5029-49fb-b200-a7ce5cd3be94,Robert Chen,1208,402.6666666666667,3,1,3,3
3827c716-0b88-45eb-aac4-723b83cdc474,Travis Tate,9400,470.0,20,5,1,0
384274db-ed75-4339-9683-af80fe1e7bba,Teresa Austin,12490,462.5925925925926,27,2,3,2
384bd388-fae4-4a4e-9081-6e97165d7390,Matthew Flores,11248,511.27272727272725,22,1,1,0
388b3e25-9421-4fe7-8eb2-8b2025274a39,Kevin Jenkins,14619,471.5806451612903,31,5,1,1
38c71011-204f-4da3-999e-956ea8791977,Charles Kemp,13194,471.2142857142857,28,4,2,1
38e7717f-b462-4b58-992c-79b4f8e78b1b,Kimberly Rodriguez,8191,546.0666666666667,15,1,3,2
38e8e9c5-9578-40b5-8f4f-74a01ffb850f,Patricia Harris,11618,484.0833333333333,24,1,1,0
38fe4ce3-ed76-4a64-9653-af4c4923316f,Shane Daniels,13532,501.1851851851852,27,4,3,1
39586b4a-2423-411b-baf6-d5b2bd200926,Andrew Williams,1496,498.6666666666667,3,4,2,3
3959f28a-dfbc-4c20-b8c2-c7cc1cda837d,Paul Smith,11658,529.9090909090909,22,5,1,0
3988e327-1472-419a-b79a-2a712e2bbc66,Rachel Sanchez,15344,494.96774193548384,31,1,2,1
398bab70-e0d6-49e7-b51a-37d23bd9f198,Michael Rivera,9590,479.5,20,3,2,0
39b0bd3f-0ab4-4969-b70f-77bd594879a4,David King,14717,566.0384615384615,26,3,1,1
39c0f010-b8fb-491a-85db-78182780d6dc,Shannon Lane,9084,478.10526315789474,19,5,2,0
39e1adbe-bef1-4c41-a631-272bf8219cc5,Misty Black,7108,444.25,16,3,1,0
3a2b561d-c08c-4d43-b0d9-3f7b9b2512a8,Lisa Perez,8983,472.7894736842105,19,2,2,2
3a3161bc-78a1-4bfa-82ed-34c800775282,Nicholas Jackson,13677,488.4642857142857,28,4,1,1
3a51421f-fdde-4b52-aa20-67301b3b1f9c,Theodore Smith,11642,554.3809523809524,21,1,1,0
3a5943b0-df83-430f-a8eb-0bf14a45091d,Matthew Gonzalez,8291,460.6111111111111,18,4,3,2
3a7bea4b-7c3e-4439-904f-0aaf4ed1162f,Raymond Webb,9946,452.09090909090907,22,3,2,2
3a91dc36-f9e0-47a4-b452-26b83dae2ce0,Lynn Salinas,9477,451.2857142857143,21,5,1,0
3a95af1d-850b-4818-a379-f5d12f7a9181,Debra Rodriguez,14842,549.7037037037037,27,1,1,1
3a9e2de6-fde8-4940-8ea5-adfe7377ac87,Linda Martinez,7266,454.125,16,3,2,2
3a9f0539-da30-4630-8247-b158b442c57f,Deanna Jackson,15018,484.4516129032258,31,1,3,1
3ab76751-a1a3-434d-913e-e6131ae16132,Angela Bates,8785,439.25,20,1,1,0
3adf7f85-695e-4ad1-ad9f-d4189829e16f,Tabitha Barr,13686,414.7272727272728,33,2,1,1
3af8f95e-ad1c-48a3-ae06-29c7e56ed572,Jackson Rodriguez,18120,532.9411764705883,34,2,3,1
3b024fb9-9c8b-47fb-b2bf-b0b21071c8b2,Melissa Carter,13590,503.3333333333333,27,5,2,1
3b158c6d-820d-4545-9f8a-360bea3a2804,Shari Griffin,8045,423.42105263157896,19,5,2,2
3b230561-2113-4fc1-8a6c-924399b81ed9,Darren Moss,11129,505.8636363636364,22,3,2,0
3b421b6d-a37a-4340-b27d-1d89dfa370f9,Megan Rogers,12730,424.3333333333333,30,1,1,1
3b4b90a9-6c32-4336-a943-131527569ef5,Carl Love,12614,504.56,25,5,2,1
3b5b26a3-da2f-4d97-8d86-0a05da881084,Jasmin Kelly,14662,472.96774193548384,31,3,1,1
3b6fed1d-d565-4ac0-9e7e-aef281446bef,Jessica David,9475,451.1904761904762,21,3,2,2
3b7b9138-780e-41c6-8cba-32b3b95c5136,Mario Simon,13199,488.8518518518519,27,5,1,0
3b7e1004-06b8-4423-88ba-a8c4341f5524,David Sherman,15151,488.741935483871,31,2,1,1
3b92171d-dae9-4b13-8567-c8439b929e43,Kevin Thompson,8095,404.75,20,3,2,2
3b9b6e7e-a8ef-442f-8227-01a97533d69e,Brianna Newton,14764,434.2352941176471,34,5,2,1
3bc42d1e-d7a7-467b-9657-4ba80a9435c8,Kelly Copeland,8442,496.5882352941176,17,1,2,0
3bdb787b-d329-4051-a192-7c90efc4c677,George Miller,988,494.0,2,4,1,3
3be3383b-990e-4677-bfa5-dab91f017c7a,William Vasquez,15706,475.93939393939394,33,1,1,1
3bf4f128-796c-4fd0-a2e7-42d0dbbef475,Jay Willis,15516,456.3529411764706,34,2,2,1
3c1107e2-8968-4862-a6c5-1426fb0691f7,Julia Jackson,12657,468.77777777777777,27,1,2,1
3c1bae20-c604-4fb5-a2a6-61dc48493676,Andrew Cruz,8511,500.6470588235294,17,3,3,2
3c33050f-52b8-4d9c-95b7-e3b8f630dbba,Drew Sims,9667,508.7894736842105,19,1,2,0
3c47cd25-a8a7-44c5-8b4f-c2aa694f224c,Lisa West,10945,456.0416666666667,24,5,2,2
3c6d6df4-fd43-41f7-a2c1-ce517a65cb3b,Ruth Mckinney,11517,479.875,24,2,2,2
3ca4d255-f562-48fc-8829-62ea867c07d1,Sara Munoz,1459,486.3333333333333,3,4,2,3
3ce5f49a-1a6e-4439-a0b8-badf2c3d3524,Jesus Walsh,15036,501.2,30,5,2,1
3d2c44fe-4d3c-49ce-8474-b55b87d31a55,Megan Gonzalez,12182,380.6875,32,4,2,2
3d3e3a5c-ef36-476c-b31f-2c0a899f79e5,Kenneth Tucker,1227,613.5,2,4,3,3
3d499e2f-dbdb-4a38-baf2-5d911d0adb2a,Christine Mason,8243,412.15,20,2,3,2
3da61d27-cea9-4a4c-9c46-ba96abaa926e,James Silva,9472,526.2222222222222,18,2,1,0
3de548e3-801c-41d6-b0b8-28e8389795f1,Kristina Smith,9022,451.1,20,4,1,0
3e876e2b-9513-4b74-8615-66ea985d7cf2,Kim Patel,8555,450.2631578947368,19,3,3,2
3e9abcf9-9065-447f-b151-415b34599e5d,Darlene Rivas,9275,463.75,20,1,1,0
3e9c455c-f1f9-4bbe-81f9-52e9d0b5112b,Christopher Smith,14003,500.1071428571428,28,2,1,1
3ee57d67-7a56-4b53-86d1-9b8d346f25cf,Megan Jones,15068,502.26666666666665,30,2,2,1
3ee8e075-960b-4bad-9285-a0b87422554b,Brianna Barnes,8458,563.8666666666667,15,4,1,0
3f5892cd-4111-48f4-a8e3-fe4439168819,Alisha Huang,10019,500.95,20,2,1,0
3fa705aa-f883-4f7d-9e6b-9076be84ce43,Sean Mccoy,12846,475.77777777777777,27,1,3,1
3fafb65b-27ce-4d14-b3fb-09ef4a60362d,Amanda Smith,8285,414.25,20,1,1,0
3fd5da33-92af-46c6-a4e8-4d9b76079863,William Parsons,8148,428.8421052631579,19,5,1,0
3fef7542-24d6-4800-bbf0-653fbe0ea5e2,Dominique Lopez,6858,457.2,15,2,3,2
4007f3cc-335d-4d11-9168-59327830dc72,William Reed,12478,430.2758620689655,29,3,3,2
4037c715-6506-4bde-91c8-d85fd5dd6093,Luis Murphy,10444,474.7272727272728,22,4,2,0
403bef93-c3fc-4e95-b39e-96bac13fb948,Hannah Curry,16085,518.8709677419355,31,1,3,1
404a7dd6-ab7e-413e-8828-be5956935ea0,Jennifer Atkinson,10561,440.0416666666667,24,2,3,2
404bdacc-8b1c-4062-a8ba-4560deed497b,Rachel Wade,9012,409.6363636363636,22,3,3,2
404da108-b23e-49d4-b688-ef6cd27efdb1,Denise Watson,8504,447.578947368421,19,2,2,2
405975b3-353c-48f0-aa5e-78c05664b514,Steven Rodriguez,12445,377.1212121212121,33,5,1,1
405ed805-b182-4e59-9bf1-de2aa24305e0,Mary Richardson,8110,477.05882352941177,17,4,3,2
406e2628-55da-41c9-bdd8-e64c31ff7614,Sara Rodriguez,7475,467.1875,16,3,3,2
407a033d-f54e-4319-acc7-03055947d012,Jillian Fuentes,1495,498.3333333333333,3,1,2,3
4082bb0d-deab-460c-aa28-325641cb2156,Courtney Mccoy,9884,520.2105263157895,19,2,1,0
